,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
2018,MRTO4,chr1,19251539,1,0,0,1,0,0,1,0,0,,,
2019,MSANTD2,chr11,124766498,1,0,0,1,0,0,1,0,0,,,
2020,MSH3,chr5,80654648,0,0,0,0,0,0,0,0,0,,,
2021,MSH6,chr2,47695530,1,0,0,1,0,0,1,0,0,,,
2022,MSL1,chr17,40122298,0,0,0,0,0,0,0,0,0,,,
2023,MSL2,chr3,136148922,1,0,0,1,0,0,1,0,0,,,
2024,MSN,chrX,65588377,0,0,0,0,0,0,0,0,0,,,
2025,MSRB3,chr12,65278643,1,0,0,1,0,0,1,0,0,,,
2026,MT1F,chr16,56657694,0,0,0,0,0,0,0,0,0,,,
2027,MT1G,chr16,56666731,0,0,0,0,0,0,0,0,0,,,
2028,MT1H,chr16,56669814,0,0,0,0,0,0,0,0,0,,,
2029,MT1X,chr16,56682424,0,0,0,0,0,0,0,0,0,,,
2030,MTA2,chr11,62593214,0,0,0,0,0,0,0,1,0,,,
2031,MTA3,chr2,42494569,1,0,0,1,0,0,1,0,0,,,
2032,MTDH,chr8,97644179,1,1,0,1,0,0,1,0,0,,,
2033,MTFR1,chr8,65644734,1,1,0,1,0,0,1,0,0,,,
2034,MTHFD1,chr14,64388031,1,0,0,1,0,0,1,0,0,,,
2035,MTM1,chrX,150568619,0,0,1,0,0,1,0,0,1,,,
2036,MTMR10,chr15,30938941,1,0,0,1,0,0,1,0,0,,,
2037,MTMR12,chr5,32226994,1,0,0,1,0,0,1,0,0,,,
2038,MTMR14,chr3,9649433,1,0,0,1,0,0,1,0,0,,,
2039,MTMR2,chr11,95832882,0,0,0,0,0,0,0,0,0,,,
2040,MTMR3,chr22,29883155,1,0,0,1,0,0,1,0,0,,,
2041,MTMR6,chr13,25246201,1,0,0,1,0,0,1,0,0,,,
2042,MTMR9,chr8,11284416,1,0,0,1,0,0,1,0,0,,,
2043,MTOR,chr1,11106535,1,1,0,1,1,0,1,1,0,0.0,0.0,0.0
2044,MTPN,chr7,135926761,1,0,0,1,0,0,1,0,0,,,
2045,MTRR,chr5,7851186,1,0,0,0,0,0,0,0,0,,,
2046,MTSS1,chr8,124550790,0,0,0,0,0,0,0,0,0,,,
2047,MTSS1L,chr16,70661204,0,0,1,0,0,1,0,0,1,,,
2048,MTUS1,chr8,17643795,1,0,0,1,0,0,1,0,0,,,
2049,MTX2,chr2,176269395,0,0,0,0,0,0,0,0,0,,,
2050,MTX3,chr5,79976731,1,0,0,1,0,0,1,0,0,,,
2051,MUC1,chr1,155185824,0,1,0,0,1,0,0,1,0,,,
2052,MUT,chr6,49430360,0,0,0,0,0,0,0,0,0,,,
2053,MVD,chr16,88651935,1,0,0,1,0,0,1,0,0,,,
2054,MX1,chr21,41420304,0,0,0,0,0,0,0,0,0,,,
2055,MYADM,chr19,53866223,0,1,0,0,1,0,0,1,0,,,
2056,MYBBP1A,chr17,4538897,1,1,0,1,1,0,1,1,0,,,
2057,MYCBP2,chr13,77044655,1,0,0,1,0,0,1,0,0,,,
2058,MYEF2,chr15,48134631,1,0,1,1,0,1,1,0,1,,,
2059,MYH10,chr17,8474205,0,0,1,0,0,1,0,0,1,,,
2060,MYH14,chr19,50188186,1,0,0,1,0,0,1,0,0,,,
2061,MYH9,chr22,36281277,1,0,1,1,0,1,1,0,1,,,
2062,MYLK,chr3,123610049,0,0,0,0,0,0,0,0,0,,,
2063,MYO15B,chr17,75588058,1,0,0,1,0,0,1,0,0,,,
2064,MYO18A,chr17,29071124,0,0,0,0,0,0,0,0,0,,,
2065,MYO19,chr17,36495633,0,1,0,0,1,0,0,1,0,,,
2066,MYO1C,chr17,1464186,0,0,0,0,0,0,0,0,0,,,
2067,MYO1E,chr15,59132434,0,0,0,0,0,0,0,0,0,,,
2068,MYO5A,chr15,52307283,0,0,0,0,0,0,0,0,0,,,
2069,MYO5B,chr18,49822813,1,0,0,0,0,0,0,0,0,,,
2070,MYO6,chr6,75749192,1,0,0,1,0,0,1,0,0,,,
2071,MYO9A,chr15,71822289,0,1,0,0,1,0,0,1,0,,,
2072,MYRIP,chr3,39808914,1,0,0,0,0,0,0,0,0,,,
2073,MZT2B,chr2,130181737,1,0,0,1,0,0,1,0,0,,,
2074,N4BP1,chr16,48538726,1,0,0,1,0,0,1,0,0,,,
2075,NAA10,chrX,153929242,0,0,0,0,0,0,0,0,0,,,
2076,NAA15,chr4,139301455,1,0,0,0,0,0,0,0,0,,,
2077,NAA30,chr14,57390544,1,0,0,1,0,0,1,0,0,,,
2078,NAA35,chr9,85941146,1,0,0,1,0,0,1,0,0,,,
2079,NAA38,chr17,7856685,0,0,0,0,0,0,0,0,0,,,
2080,NAB1,chr2,190646746,1,0,0,1,0,0,1,0,0,,,
2081,NAB2,chr12,57088894,0,0,0,0,0,0,0,0,0,,,
2082,NACA,chr12,56712428,0,0,0,0,0,0,0,0,0,,,
2083,NADK,chr1,1751232,0,0,0,0,0,0,0,0,0,,,
2084,NAF1,chr4,163110073,1,0,0,1,0,0,1,0,0,,,
2085,NAGK,chr2,71064344,1,0,0,0,0,0,0,0,0,,,
2086,NAMPT,chr7,106248285,1,0,0,1,0,0,1,0,0,,,
2087,NANS,chr9,98056739,1,0,0,1,0,0,1,0,0,,,
2088,NAP1L1,chr12,76036587,1,0,0,1,0,0,1,0,0,,,
2089,NAP1L4,chr11,2944431,1,0,0,1,0,0,1,0,0,,,
2090,NAPA,chr19,47487637,0,0,0,0,0,0,0,0,0,,,
2091,NAPEPLD,chr7,103099776,0,0,0,0,0,0,0,0,0,,,
2092,NARS,chr18,57600656,1,0,0,1,0,0,1,0,0,,,
2093,NASP,chr1,45583846,1,0,0,1,0,0,1,0,0,,,
2094,NAV1,chr1,201622885,0,0,0,0,0,0,0,0,0,,,
2095,NAV2,chr11,19350724,1,0,0,1,0,0,1,0,0,,,
2096,NBAS,chr2,15166909,0,0,0,0,0,0,0,0,0,,,
2097,NBEA,chr13,34942287,1,0,0,1,0,0,1,0,0,,,
2098,NBEAL1,chr2,203014879,1,0,0,1,0,0,1,0,0,,,
2099,NBEAL2,chr3,46979683,1,0,0,1,0,0,1,0,0,,,
2100,NBN,chr8,89933336,1,0,0,1,0,0,1,0,0,,,
2101,NBR1,chr17,43170481,1,0,0,0,0,0,0,0,0,,,
2102,NCAPH2,chr22,50508216,1,0,0,1,0,0,1,0,0,,,
2103,NCBP1,chr9,97633626,1,0,0,0,0,0,0,0,0,,,
2104,NCBP2,chr3,196935402,1,0,0,1,0,0,1,0,0,,,
2105,NCK1,chr3,136862208,1,0,0,1,0,0,1,0,0,,,
2106,NCK2,chr2,105744897,1,0,0,1,0,0,1,0,0,,,
2107,NCKAP5L,chr12,49791146,1,0,0,1,0,0,1,0,0,,,
2108,NCKIPSD,chr3,48673844,1,1,0,0,1,0,0,1,0,,,
2109,NCL,chr2,231453531,1,0,0,1,0,0,1,0,0,,,
2110,NCOA2,chr8,70109762,1,0,0,1,0,0,1,0,0,,,
2111,NCOA3,chr20,47501902,0,0,0,0,0,0,0,0,0,,,
2112,NCOA4,chr10,46005088,1,0,0,1,0,0,1,0,0,,,
2113,NCOA5,chr20,46060985,1,0,0,1,0,0,1,0,0,,,
2114,NCOA6,chr20,34689097,1,0,0,0,0,0,0,0,0,,,
2115,NCOA7,chr6,125781161,1,0,0,1,0,0,1,0,0,,,
2116,NCOR1,chr17,16029157,1,0,0,1,0,0,1,0,0,,,
2117,NCOR2,chr12,124324415,1,0,0,1,0,0,1,0,0,,,
2118,NDE1,chr16,15643267,0,0,0,0,0,0,0,0,0,,,
2119,NDEL1,chr17,8413131,1,0,0,1,0,0,1,0,0,,,
2120,NDRG1,chr8,133237171,1,0,0,1,0,0,1,1,0,,,
2121,NDRG2,chr14,21016763,1,0,1,1,0,1,1,0,1,,,
2122,NDRG3,chr20,36651766,1,0,0,1,0,0,1,0,0,,,
2123,NDUFA4L2,chr12,57234903,0,0,1,0,0,1,0,0,1,,,
2124,NDUFA7,chr19,8308768,0,0,0,0,0,0,0,0,0,,,
2125,NDUFAF2,chr5,60945129,1,0,0,1,0,0,1,0,0,,,
2126,NDUFAF3,chr3,49020459,0,0,0,0,0,0,0,0,0,,,
2127,NDUFB7,chr19,14566078,0,0,0,0,0,0,0,0,0,,,
2128,NDUFB8,chr10,100523740,0,0,0,0,0,0,0,0,0,,,
2129,NDUFV3,chr21,42879644,1,0,0,0,0,0,0,0,0,,,
2130,NEBL,chr10,20779973,0,0,1,0,0,1,0,0,1,,,
2131,NECAP1,chr12,8076939,1,0,0,1,0,0,1,0,0,,,
2132,NECAP2,chr1,16440672,1,0,0,1,0,0,1,0,0,,,
2133,NEDD1,chr12,96907223,1,0,0,0,0,0,0,0,0,,,
2134,NEDD4,chr15,55826922,0,0,0,0,0,0,0,0,0,,,
2135,NEDD4L,chr18,58044367,1,0,0,1,0,0,1,0,0,,,
2136,NEFL,chr8,24950955,0,0,0,0,0,0,0,0,0,,,
2137,NEFM,chr8,24913012,0,0,0,0,0,0,0,0,0,,,
2138,NEIL2,chr8,11769639,1,0,0,1,0,0,1,0,0,,,
2139,NEK1,chr4,169392857,1,0,0,1,0,0,1,0,0,,,
2140,NEK3,chr13,52132639,1,0,0,1,0,0,1,0,0,,,
2141,NEK6,chr9,124257606,0,0,0,0,0,0,0,0,0,,,
2142,NEK9,chr14,75079353,1,0,0,1,0,0,1,0,0,,,
2143,NEMF,chr14,49782083,1,0,0,1,0,0,1,0,0,,,
2144,NEO1,chr15,73051710,1,0,0,0,0,0,0,0,0,,,
2145,NES,chr1,156668763,0,0,1,0,0,1,0,0,1,,,
2146,NEXN,chr1,77888513,0,0,0,0,0,0,0,0,0,,,
2147,NF1,chr17,31094927,1,0,0,1,0,0,1,1,0,,,
2148,NF2,chr22,29603556,1,0,0,1,0,0,1,0,0,,,
2149,NFASC,chr1,204828651,0,0,0,0,0,0,0,0,0,,,
2150,NFAT5,chr16,69565094,1,0,0,1,0,0,1,0,0,,,
2151,NFATC1,chr18,79395856,0,0,0,0,0,0,0,0,0,,,
2152,NFATC2,chr20,51386957,1,0,0,1,0,0,1,0,0,,,
2153,NFATC2IP,chr16,28950807,1,0,0,1,0,0,1,0,0,,,
2154,NFATC3,chr16,68084751,1,0,1,1,0,1,0,0,1,,,
2155,NFATC4,chr14,24365673,0,0,1,0,0,1,0,0,1,,,
2156,NFIA,chr1,60865259,0,1,1,0,1,1,0,1,1,,,
2157,NFIB,chr9,14081843,1,0,0,1,0,0,1,0,0,,,
2158,NFIC,chr19,3314403,1,0,0,0,0,0,0,0,0,,,
2159,NFIX,chr19,12995608,0,0,0,0,0,0,0,0,0,,,
2160,NFKB1,chr4,102501329,1,0,0,1,0,0,1,0,0,,,
2161,NFKB2,chr10,102394110,0,0,0,0,0,0,0,0,0,,,
2162,NFKBIB,chr19,38899700,1,0,0,1,0,0,1,0,0,,,
2163,NFKBIE,chr6,44258166,0,0,0,0,0,0,0,0,0,,,
2164,NFRKB,chr11,129863636,1,0,0,1,0,0,1,0,0,,,
2165,NFX1,chr9,33290511,1,0,0,1,0,0,1,0,0,,,
2166,NFXL1,chr4,47847233,1,0,0,0,0,0,0,0,0,,,
2167,NFYA,chr6,41072945,0,0,0,0,0,0,0,0,0,,,
2168,NFYC,chr1,40691648,0,1,0,0,0,0,0,0,0,,,
2169,NGEF,chr2,232878686,1,0,0,1,0,0,1,0,0,,,
2170,NGFR,chr17,49495293,1,1,1,1,0,1,1,0,1,,,
2171,NGRN,chr15,90265659,1,0,0,0,0,0,0,0,0,,,
2172,NHEJ1,chr2,219075317,1,0,0,1,0,0,0,0,0,,,
2173,NHLRC2,chr10,113854661,1,0,0,1,0,0,1,0,0,,,
2174,NHS,chrX,17375420,0,0,0,0,0,0,0,0,0,,,
2175,NHSL2,chrX,71910818,0,0,0,0,0,0,0,0,0,,,
2176,NID2,chr14,52004803,0,0,0,0,0,0,0,0,0,,,
2177,NIN,chr14,50719763,0,0,0,0,0,0,0,0,0,,,
2178,NIPBL,chr5,36876759,1,0,0,1,0,0,1,0,0,,,
2179,NIPSNAP1,chr22,29554808,0,0,0,0,0,0,0,0,0,,,
2180,NISCH,chr3,52455118,1,0,0,1,0,0,1,0,0,,,
2181,NKAP,chrX,119920672,0,0,0,0,0,0,0,0,0,,,
2182,NKRF,chrX,119588337,0,0,0,0,0,0,0,0,0,,,
2183,NKTR,chr3,42600614,1,0,0,1,0,0,1,0,0,,,
2184,NMD3,chr3,161104696,1,0,0,1,0,0,1,0,0,,,
2185,NME3,chr16,1770286,1,0,0,1,0,0,1,0,0,,,
2186,NMI,chr2,151270465,1,0,0,0,0,0,0,0,0,,,
2187,NMNAT1,chr1,9943428,1,0,0,1,0,0,1,0,0,,,
2188,NMT1,chr17,45051610,1,0,0,1,0,0,1,0,0,,,
2189,NMT2,chr10,15102584,1,0,0,1,0,0,1,0,0,,,
2190,NOB1,chr16,69741867,1,0,0,0,0,0,0,0,0,,,
2191,NOC2L,chr1,944204,1,0,0,1,0,0,1,0,0,,,
2192,NOL3,chr16,67170154,0,0,0,0,0,0,0,0,0,,,
2193,NOL8,chr9,92297358,1,1,0,1,0,0,1,0,0,,,
2194,NOL9,chr1,6521347,1,0,0,1,0,0,1,0,0,,,
2195,NOLC1,chr10,102152176,1,0,0,1,0,0,1,0,0,,,
2196,NOM1,chr7,156949723,1,0,0,1,0,0,1,0,0,,,
2197,NOMO2,chr16,18417325,0,0,0,0,0,0,0,0,0,,,
2198,NONO,chrX,71283192,0,0,0,0,0,0,0,0,0,,,
2199,NOP14,chr4,2937933,1,1,0,0,1,0,0,1,0,,,
2200,NOP2,chr12,6556863,1,0,0,1,0,0,1,0,0,,,
2201,NOP56,chr20,2652145,1,0,0,1,0,0,1,0,0,,,
2202,NOP58,chr2,202265716,0,0,0,0,0,0,0,0,0,,,
2203,NOS1,chr12,117208142,0,0,0,0,0,0,0,0,0,,,
2204,NOS1AP,chr1,162069774,0,1,0,0,1,0,0,1,0,,,
2205,NOSIP,chr19,49555711,1,0,0,1,0,0,1,0,0,,,
2206,NOTCH2,chr1,119911553,0,0,0,0,0,0,0,0,0,,,
2207,NOTCH3,chr19,15159038,0,0,0,0,0,0,0,0,0,,,
2208,NOVA1,chr14,26443093,0,0,0,0,0,0,0,0,0,,,
2209,NPDC1,chr9,137039470,0,0,0,0,0,0,0,0,0,,,
2210,NPEPPS,chr17,47522942,1,0,0,1,0,0,1,0,0,,,
2211,NPL,chr1,182789293,1,0,0,0,0,0,0,0,0,,,
2212,NPM1,chr5,171387116,1,1,0,1,1,0,1,1,0,,,
2213,NPNT,chr4,105894775,1,0,0,1,0,0,1,0,0,,,
2214,NPY,chr7,24284163,0,0,0,0,0,0,0,0,0,,,
2215,NQO2,chr6,2987987,1,0,0,0,0,0,0,0,0,,,
2216,NR2C1,chr12,95020229,0,0,0,0,0,0,0,0,0,,,
2217,NR2C2,chr3,14947584,1,0,0,1,0,0,1,0,0,,,
2218,NR2F1,chr5,93583224,0,0,1,0,0,1,0,0,1,,,
2219,NR2F6,chr19,17231883,1,0,0,1,0,0,1,0,0,,,
2220,NR3C1,chr5,143277931,1,0,0,1,0,0,1,0,0,,,
2221,NRBF2,chr10,63133247,1,0,0,1,0,0,1,0,0,,,
2222,NRBP1,chr2,27427790,1,0,0,0,0,0,0,0,0,,,
2223,NRBP2,chr8,143833594,1,1,0,1,0,0,1,0,0,,,
2224,NRP1,chr10,33177492,0,1,1,0,1,1,0,1,1,,,
2225,NSD1,chr5,177133025,1,0,0,0,0,0,0,0,0,,,
2226,NSFL1C,chr20,1442162,1,0,0,1,0,0,1,0,0,,,
2227,NSL1,chr1,212726153,1,0,0,0,0,0,0,0,0,,,
2228,NSMCE4A,chr10,121957088,0,0,0,0,0,0,0,0,0,,,
2229,NSRP1,chr17,30115521,1,0,0,1,0,0,1,0,0,,,
2230,NSUN2,chr5,6599239,1,0,0,1,0,0,1,0,0,,,
2231,NSUN5,chr7,73302517,1,0,0,1,0,0,1,0,0,,,
2232,NT5C,chr17,75130225,0,0,0,0,0,0,0,0,0,,,
2233,NT5C2,chr10,103088017,1,1,0,1,1,0,1,1,0,,,
2234,NTHL1,chr16,2039815,0,0,0,0,0,0,0,0,0,,,
2235,NUBP1,chr16,10743786,1,0,0,1,0,0,1,0,0,,,
2236,NUCB1,chr19,48900050,0,1,0,0,1,0,0,1,0,,,
2237,NUCB2,chr11,17208153,0,0,0,0,0,0,0,0,0,,,
2238,NUCKS1,chr1,205712819,1,0,0,1,0,0,1,0,0,,,
2239,NUDC,chr1,26900238,1,0,0,1,0,0,1,0,0,,,
2240,NUDCD1,chr8,109240919,1,0,0,1,0,0,1,0,0,,,
2241,NUDT5,chr10,12165325,1,0,0,1,0,0,1,0,0,,,
2242,NUDT9,chr4,87422582,1,0,0,1,0,0,1,0,0,,,
2243,NUFIP2,chr17,29255836,1,0,0,1,0,0,1,1,0,,,
2244,NUMA1,chr11,72002864,1,0,0,1,0,0,1,0,0,,,
2245,NUMB,chr14,73275107,1,0,0,1,0,0,1,0,0,,,
2246,NUMBL,chr19,40665905,0,0,0,0,0,0,0,0,0,,,
2247,NUP107,chr12,68686734,1,0,0,1,0,0,1,0,0,,,
2248,NUP133,chr1,229440260,1,0,0,1,0,0,1,0,0,,,
2249,NUP153,chr6,17615035,1,0,0,1,0,0,1,0,0,,,
2250,NUP155,chr5,37288137,1,0,0,1,0,0,1,0,0,,,
2251,NUP160,chr11,47778087,0,0,0,0,0,0,0,0,0,,,
2252,NUP188,chr9,128947699,0,0,0,0,0,0,0,0,0,,,
2253,NUP210,chr3,13316235,1,0,0,1,0,0,1,0,0,,,
2254,NUP214,chr9,131125561,0,0,0,0,0,0,0,0,0,,,
2255,NUP50,chr22,45163841,1,0,0,1,0,0,1,0,0,,,
2256,NUP54,chr4,76114659,0,0,0,0,0,0,0,0,0,,,
2257,NUP62,chr19,49906825,0,1,0,0,0,0,0,0,0,,,
2258,NUP88,chr17,5360963,1,0,0,0,0,0,0,0,0,,,
2259,NUP93,chr16,56730105,1,0,0,0,0,0,0,0,0,,,
2260,NUP98,chr11,3671083,1,0,0,0,0,0,0,0,0,,,
2261,NUPL2,chr7,23181827,1,0,0,1,0,0,1,0,0,,,
2262,OBSL1,chr2,219550729,1,0,0,1,0,0,1,0,0,,,
2263,OCIAD1,chr4,48805212,1,0,0,1,0,0,1,0,0,,,
2264,OCLN,chr5,69492292,0,0,0,0,0,0,0,0,0,,,
2265,ODF2,chr9,128455186,1,0,0,1,0,0,1,0,0,,,
2266,OFD1,chrX,13734745,1,0,0,1,0,0,1,0,0,,,
2267,OGDH,chr7,44606572,1,0,0,1,0,0,1,0,0,,,
2268,OGDHL,chr10,49734643,0,1,0,0,1,0,0,1,0,,,
2269,OGFR,chr20,62804835,1,0,0,1,0,0,1,0,0,,,
2270,OGFRL1,chr6,71288803,1,1,0,1,0,0,1,0,0,,,
2271,OGT,chrX,71533083,0,0,0,0,0,0,0,0,0,,,
2272,OLFML2A,chr9,124777158,0,0,0,0,0,0,0,0,0,,,
2273,OPA3,chr19,45527427,1,0,0,1,0,0,1,0,0,,,
2274,OPHN1,chrX,68042344,0,0,0,0,0,0,0,0,0,,,
2275,OPTN,chr10,13099449,1,0,0,1,0,0,1,0,0,,,
2276,OSBP,chr11,59574398,1,0,0,1,0,0,1,0,0,,,
2277,OSBP2,chr22,30693782,0,0,0,0,0,0,0,0,0,,,
2278,OSBPL10,chr3,31657890,1,0,0,1,0,0,1,0,0,,,
2279,OSBPL11,chr3,125528858,1,0,0,1,0,0,1,0,0,,,
2280,OSBPL1A,chr18,24162044,1,0,0,1,0,0,1,0,0,,,
2281,OSBPL3,chr7,24796539,1,0,0,1,0,0,1,0,0,,,
2282,OSBPL5,chr11,3087116,0,0,0,0,0,0,0,0,0,,,
2283,OSBPL6,chr2,178194481,0,0,0,0,0,0,0,0,0,,,
2284,OSBPL8,chr12,76351797,1,0,0,1,0,0,1,0,0,,,
2285,OSBPL9,chr1,51577179,1,0,0,1,0,0,1,0,0,,,
2286,OSCP1,chr1,36415827,0,0,0,0,0,0,0,0,0,,,
2287,OSTF1,chr9,75088543,1,0,0,1,0,0,1,0,0,,,
2288,OSTM1,chr6,108041409,0,0,0,0,0,0,0,0,0,,,
2289,OTUB1,chr11,63985853,0,0,0,0,0,0,0,0,0,,,
2290,OTUD1,chr10,23439458,1,0,0,1,0,0,1,0,0,,,
2291,OTUD3,chr1,19882513,1,0,0,1,0,0,1,0,0,,,
2292,OTUD4,chr4,145110838,1,0,1,1,0,1,1,0,1,,,
2293,OTUD5,chrX,48922028,1,0,0,0,0,0,0,0,0,,,
2294,OTUD7B,chr1,149937812,1,0,0,1,1,0,1,1,0,,,
2295,OXR1,chr8,106359476,0,0,0,0,0,0,0,0,0,,,
2296,OXSR1,chr3,38165089,1,1,0,1,1,0,1,1,0,,,
2297,PA2G4,chr12,56104319,1,0,0,1,0,0,1,0,0,,,
2298,PACS1,chr11,66070363,1,0,0,1,0,0,1,0,0,,,
2299,PACS2,chr14,105300563,1,0,0,1,0,0,1,0,0,,,
2300,PACSIN2,chr22,42835412,1,0,0,1,0,0,1,0,0,,,
2301,PACSIN3,chr11,47177525,1,0,0,1,0,0,1,0,0,,,
2302,PAF1,chr19,39385852,0,0,0,0,0,0,0,0,0,,,
2303,PAFAH1B2,chr11,117144267,1,1,0,1,1,0,1,1,0,,,
2304,PAG1,chr8,80967810,1,0,0,1,0,0,1,0,0,,,
2305,PAICS,chr4,56435741,0,0,0,0,0,0,0,0,0,,,
2306,PAIP1,chr5,43526267,1,0,0,1,0,0,1,0,0,,,
2307,PAK1,chr11,77321707,1,0,0,1,0,0,1,1,0,,,
2308,PAK2,chr3,196739857,1,0,0,1,0,0,1,0,0,,,
2309,PAK4,chr19,39125770,1,0,0,1,0,0,1,0,0,,,
2310,PALLD,chr4,168497066,1,0,0,0,0,0,0,0,0,,,
2311,PALM,chr19,708939,0,0,1,0,0,1,0,0,1,,,
2312,PALM2,chr9,109640788,0,0,0,0,0,0,0,0,0,,,
2313,PAM,chr5,102753981,1,0,0,1,0,0,1,0,0,,,
2314,PAN3,chr13,28138506,1,0,0,1,0,0,1,0,0,,,
2315,PANK2,chr20,3888839,1,0,0,1,0,0,1,0,0,,,
2316,PANK4,chr1,2508533,1,1,0,1,1,0,1,1,0,,,
2317,PAPLN,chr14,73237497,0,0,0,0,0,0,0,0,0,,,
2318,PAPOLA,chr14,96501433,1,1,0,1,1,0,1,1,0,,,
2319,PAPOLG,chr2,60756230,1,0,0,1,0,0,1,0,0,,,
2320,PARD3,chr10,34109560,1,0,0,1,0,0,1,0,0,,,
2321,PARD3B,chr2,204545793,0,0,0,0,0,0,0,0,0,,,
2322,PARD6B,chr20,50731544,0,0,0,0,0,0,0,0,0,,,
2323,PARK7,chr1,7954291,1,0,0,1,0,0,1,0,0,,,
2324,PARN,chr16,14435701,1,0,0,1,0,0,1,0,0,,,
2325,PARP1,chr1,226360691,1,0,0,1,0,0,1,0,0,,,
2326,PARP10,chr8,143977153,1,0,0,1,0,0,1,0,0,,,
2327,PARP12,chr7,140023744,0,0,0,0,0,0,0,0,0,,,
2328,PARP14,chr3,122680618,1,0,0,1,0,0,1,0,0,,,
2329,PARP4,chr13,24420926,0,0,0,0,0,0,0,0,0,,,
2330,PARP9,chr3,122527924,1,0,0,1,0,0,1,0,0,,,
2331,PARVA,chr11,12377185,1,0,0,0,0,0,0,0,0,,,
2332,PARVB,chr22,43999211,1,0,0,1,0,0,1,0,0,,,
2333,PATL1,chr11,59636716,1,0,0,1,0,0,1,0,0,,,
2334,PAWR,chr12,79574979,1,0,0,0,0,0,0,0,0,,,
2335,PAX2,chr10,100735603,1,0,0,1,0,0,1,0,0,,,
2336,PAX8,chr2,113215997,1,0,0,1,0,0,1,0,0,,,
2337,PBLD,chr10,68282660,1,0,0,0,0,0,0,0,0,,,
2338,PBRM1,chr3,52545352,1,0,0,1,0,0,1,0,0,0.0,1.0,1.0
2339,PCBP1,chr2,70087454,1,0,0,1,0,0,1,0,0,,,
2340,PCBP2,chr12,53452102,1,0,0,1,0,0,1,0,0,,,
2341,PCCA,chr13,100089015,1,0,0,0,0,0,0,0,0,,,
2342,PCDH1,chr5,141853111,1,0,0,0,0,0,0,0,0,,,
2343,PCDH12,chr5,141943585,0,0,0,0,0,0,0,0,0,,,
2344,PCF11,chr11,83156988,1,0,0,1,0,0,1,0,0,,,
2345,PCIF1,chr20,45934628,0,0,0,0,0,0,0,0,0,,,
2346,PCK2,chr14,24094053,0,0,0,0,0,0,0,0,0,,,
2347,PCLO,chr7,82754013,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2348,PCM1,chr8,17922840,1,0,0,1,0,0,1,0,0,,,
2349,PCMTD1,chr8,51817575,1,0,0,1,0,0,1,0,0,,,
2350,PCMTD2,chr20,64255695,0,0,0,0,0,0,0,0,0,,,
2351,PCNP,chr3,101574095,1,0,0,1,0,0,1,0,0,,,
2352,PCNT,chr21,46324122,1,1,0,1,0,0,1,0,0,,,
2353,PCSK9,chr1,55039548,0,0,0,0,0,0,0,0,0,,,
2354,PCTP,chr17,55750979,0,0,0,0,0,0,0,0,0,,,
2355,PCYT1A,chr3,196214222,1,0,0,1,0,0,1,0,0,,,
2356,PDAP1,chr7,99392048,1,0,0,1,0,0,1,0,0,,,
2357,PDCD2L,chr19,34404384,1,0,0,1,0,0,1,0,0,,,
2358,PDCD4,chr10,110871795,1,0,0,1,0,0,1,0,0,,,
2359,PDCD5,chr19,32581068,1,0,0,0,0,0,0,0,0,,,
2360,PDCD6IP,chr3,33798352,1,0,0,1,0,0,1,0,0,,,
2361,PDCL,chr9,122798389,1,0,0,1,0,0,1,0,0,,,
2362,PDE12,chr3,57556276,1,0,0,1,0,0,1,0,0,,,
2363,PDE1C,chr7,31751179,0,0,0,0,0,0,0,0,0,,,
2364,PDE2A,chr11,72576141,1,0,0,1,0,0,1,0,0,,,
2365,PDE3A,chr12,20369245,0,0,0,0,0,0,0,0,0,,,
2366,PDE4D,chr5,58969038,1,0,1,1,0,1,1,0,1,,,
2367,PDE4DIP,chr1,148808181,1,0,0,0,1,0,0,1,0,,,
2368,PDE5A,chr4,119494395,0,0,0,0,0,0,0,0,0,,,
2369,PDE8A,chr15,84980440,1,0,0,0,0,0,0,0,0,,,
2370,PDHA1,chrX,19343893,0,0,0,0,0,0,0,0,0,,,
2371,PDHX,chr11,34915829,1,0,0,1,0,0,1,0,0,,,
2372,PDIA4,chr7,149003062,1,0,0,1,0,0,1,0,0,,,
2373,PDIA6,chr2,10783391,1,0,0,1,0,0,1,0,0,,,
2374,PDK2,chr17,50094737,0,0,0,0,0,0,0,0,0,,,
2375,PDK3,chrX,24465221,0,0,0,0,0,0,0,0,0,,,
2376,PDK4,chr7,95583499,0,0,1,0,0,1,0,0,1,,,
2377,PDLIM1,chr10,95237572,0,1,0,0,1,0,0,1,0,,,
2378,PDLIM2,chr8,22578279,0,0,0,0,0,0,0,0,0,,,
2379,PDLIM3,chr4,185500660,0,0,0,0,0,0,0,0,0,,,
2380,PDLIM4,chr5,132257671,1,0,1,0,0,1,0,0,1,,,
2381,PDLIM5,chr4,94451857,1,0,0,0,0,0,0,0,0,,,
2382,PDLIM7,chr5,177483394,0,0,0,0,0,0,0,0,0,,,
2383,PDPK1,chr16,2537964,1,0,0,1,0,0,1,0,0,,,
2384,PDS5A,chr4,39822863,1,1,0,0,1,0,0,1,0,,,
