,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
2373,DOT1L,chr19,2164148,0,0,0,0,0,0,0,0,0,,,
2374,DPP9,chr19,4675236,1,0,0,1,0,0,1,0,0,,,
2375,DUS3L,chr19,5784843,1,0,0,1,0,0,1,0,0,,,
2376,ECH1,chr19,39306062,1,0,1,1,0,1,1,0,0,,,
2377,EEF2,chr19,3976054,1,0,1,1,0,1,1,0,1,,,
2378,EHD2,chr19,48216600,0,0,0,0,0,0,0,0,0,,,
2379,EIF3G,chr19,10225693,0,0,0,0,0,0,0,0,0,,,
2380,EIF3K,chr19,39109735,1,0,0,1,0,0,1,0,0,,,
2381,ELL,chr19,18553473,0,0,0,0,0,0,0,0,0,,,
2382,EPN1,chr19,56186592,1,0,0,1,0,0,1,0,0,,,
2383,EPS15L1,chr19,16466050,1,0,0,1,0,0,1,0,0,,,
2384,ERF,chr19,42751724,1,0,0,1,0,0,0,0,0,,,
2385,ETHE1,chr19,44010871,1,0,0,1,0,0,1,0,0,,,
2386,EXOSC5,chr19,41892279,1,0,0,1,0,0,1,0,0,,,
2387,FBL,chr19,40325098,0,0,0,0,0,0,0,0,0,,,
2388,FBXW9,chr19,12798867,1,0,0,1,0,0,1,0,0,,,
2389,FCHO1,chr19,17858527,0,0,0,0,0,0,0,0,0,,,
2390,FKBP8,chr19,18642561,1,0,0,1,0,0,1,0,0,,,
2391,FZR1,chr19,3506271,1,0,0,0,0,0,0,0,0,,,
2392,GATAD2A,chr19,19496635,1,0,0,1,0,0,1,0,0,,,
2393,GIPC1,chr19,14588572,1,0,0,1,0,0,1,0,0,,,
2394,GMFG,chr19,39818993,0,0,0,0,0,0,0,0,0,,,
2395,GMIP,chr19,19740285,1,0,0,1,0,0,1,0,0,,,
2396,GPATCH1,chr19,33571786,1,0,0,1,0,0,1,0,0,,,
2397,GPI,chr19,34850385,1,0,0,1,0,0,1,0,0,,,
2398,GRAMD1A,chr19,35485688,1,0,0,1,0,0,1,0,0,,,
2399,GRWD1,chr19,48949030,0,0,0,0,0,0,0,0,0,,,
2400,GSK3A,chr19,42734338,1,0,0,1,0,0,1,0,0,,,
2401,GTF2F1,chr19,6379580,1,0,0,1,0,0,1,0,0,,,
2402,GYS1,chr19,49471382,1,0,0,1,0,0,1,0,0,,,
2403,HAUS8,chr19,17160539,1,0,0,0,0,0,0,0,0,,,
2404,HNRNPM,chr19,8509651,1,0,0,1,0,0,1,0,0,,,
2405,HNRNPUL1,chr19,41768401,1,0,0,1,0,0,1,0,0,,,
2406,HOMER3,chr19,19040010,1,0,0,1,0,0,1,0,0,,,
2407,HOOK2,chr19,12873817,1,0,0,0,0,0,0,0,0,,,
2408,HSPB6,chr19,36245469,0,0,0,0,0,0,0,0,0,,,
2409,HSPBP1,chr19,55773599,1,0,0,1,0,0,1,0,0,,,
2410,ICAM1,chr19,10381511,1,0,0,1,0,0,1,0,0,,,
2411,ICAM3,chr19,10444452,1,0,0,1,0,0,1,0,0,,,
2412,ILF3,chr19,10764937,1,0,0,1,0,0,1,0,0,,,
2413,IRF2BP1,chr19,46386866,1,0,0,1,0,0,1,0,0,,,
2414,IRF3,chr19,50162826,1,0,0,1,0,0,1,0,0,,,
2415,IRGQ,chr19,44088521,0,0,0,0,0,0,0,0,0,,,
2416,ISOC2,chr19,55964352,0,0,0,0,0,0,0,0,0,,,
2417,ISYNA1,chr19,18545198,0,0,0,0,0,0,0,0,0,,,
2418,ITPKC,chr19,41223008,1,0,0,1,0,0,1,0,0,,,
2419,JAK3,chr19,17935589,0,0,0,0,0,0,0,0,0,,,
2420,JUNB,chr19,12902310,0,0,0,0,0,0,0,0,0,,,
2421,JUND,chr19,18390563,1,0,0,1,0,0,1,0,0,,,
2422,KANK2,chr19,11274943,1,0,0,1,0,0,1,0,0,,,
2423,KANK3,chr19,8387468,0,0,0,0,0,0,0,0,0,,,
2424,KCTD15,chr19,34286838,0,0,1,0,0,1,0,0,1,,,
2425,KDM4B,chr19,4969125,1,1,0,1,1,0,1,0,0,,,
2426,KHSRP,chr19,6413359,1,0,0,1,0,0,1,0,0,,,
2427,KIAA0355,chr19,34745442,1,0,0,1,0,0,1,0,0,,,
2428,KLC3,chr19,45836692,1,0,1,1,0,1,1,0,1,,,
2429,KLF16,chr19,1852399,0,0,0,0,0,0,0,0,0,,,
2430,KMT2B,chr19,36208921,1,0,0,1,0,0,1,0,0,,,
2431,KRI1,chr19,10663761,1,0,0,1,0,0,1,0,0,,,
2432,KXD1,chr19,18668572,1,0,0,0,0,0,0,0,0,,,
2433,LENG1,chr19,54658899,1,0,0,1,0,0,1,0,0,,,
2434,LENG8,chr19,54960065,1,0,0,1,0,0,1,0,0,,,
2435,LIG1,chr19,48618702,1,0,0,1,0,0,1,0,0,,,
2436,LIN37,chr19,36239262,0,0,0,0,0,0,0,0,0,,,
2437,LIPE,chr19,42905659,0,0,0,0,0,0,0,0,0,,,
2438,LMNB2,chr19,2427636,0,0,0,0,0,0,0,0,0,,,
2439,LSM14A,chr19,34663409,1,0,0,1,0,0,1,0,0,,,
2440,LSM7,chr19,2321516,1,0,0,0,0,0,0,0,0,,,
2441,LSR,chr19,35739233,1,0,0,1,0,0,1,0,0,,,
2442,MAP1S,chr19,17830051,1,0,0,1,0,0,1,0,0,,,
2443,MAP4K1,chr19,39078281,0,0,0,0,0,0,0,0,0,,,
2444,MARK4,chr19,45582546,0,0,0,0,0,0,0,0,0,,,
2445,MAST3,chr19,18208603,1,0,0,0,0,0,0,0,0,,,
2446,MATK,chr19,3777971,0,0,0,0,0,0,0,0,0,,,
2447,MBD3,chr19,1576639,0,0,0,0,0,0,0,0,0,,,
2448,MBOAT7,chr19,54677107,1,0,0,1,0,0,1,0,0,,,
2449,MCOLN1,chr19,7587512,1,0,0,1,0,0,1,0,0,,,
2450,MED16,chr19,867962,0,0,0,0,0,0,0,0,0,,,
2451,MED26,chr19,16685718,1,0,0,1,0,0,1,0,0,,,
2452,MED29,chr19,39881943,1,0,0,1,0,0,1,0,0,,,
2453,MEGF8,chr19,42829761,0,0,0,0,0,0,0,0,0,,,
2454,MKNK2,chr19,2037470,0,0,0,0,0,0,0,0,0,,,
2455,MLLT1,chr19,6212966,1,0,0,1,0,0,1,0,0,,,
2456,MOB3A,chr19,2071037,0,0,0,0,0,0,0,0,0,,,
2457,MUM1,chr19,1285890,0,0,0,0,0,0,0,0,0,,,
2458,MVB12A,chr19,17516531,1,0,1,1,0,1,1,0,0,,,
2459,MYADM,chr19,54369477,0,0,0,0,0,0,0,0,0,,,
2460,MYH14,chr19,50691443,1,0,0,1,0,0,1,0,0,,,
2461,MYO9B,chr19,17186591,1,0,0,1,0,0,1,0,0,,,
2462,NACC1,chr19,13228917,1,0,0,1,0,0,1,0,0,,,
2463,NAPA,chr19,47990894,0,0,0,0,0,0,0,0,0,,,
2464,NDUFB7,chr19,14676890,1,0,0,0,0,0,0,0,0,,,
2465,NFIC,chr19,3359561,1,0,0,1,0,0,1,0,0,,,
2466,NFIX,chr19,13106422,0,0,1,0,0,0,0,0,0,,,
2467,NFKBIB,chr19,39390340,1,0,0,1,0,0,0,0,0,,,
2468,NOSIP,chr19,50058968,1,0,0,1,0,0,1,0,0,,,
2469,NR1H2,chr19,50832910,0,0,0,0,0,0,0,0,0,,,
2470,NR2F6,chr19,17342692,1,0,0,1,0,0,1,0,0,,,
2471,NUCB1,chr19,49403307,1,0,0,1,0,0,1,0,0,,,
2472,NUMBL,chr19,41172596,1,0,0,1,0,0,1,0,0,,,
2473,OPA3,chr19,46030685,1,0,0,0,0,0,0,0,0,,,
2474,PAF1,chr19,39876492,1,0,0,0,0,0,0,0,0,,,
2475,PAFAH1B3,chr19,42801185,1,0,0,1,0,0,1,0,0,,,
2476,PAK4,chr19,39616410,1,0,0,1,0,0,1,0,0,,,
2477,PDCD2L,chr19,34895289,1,0,0,1,0,0,1,0,0,,,
2478,PDCD5,chr19,33071974,1,0,0,1,0,0,1,0,0,,,
2479,PDE4A,chr19,10527449,1,0,0,1,0,0,1,0,0,,,
2480,PEPD,chr19,33877856,1,0,1,1,0,1,1,0,0,,,
2481,PGLS,chr19,17622438,0,0,0,0,0,0,0,0,0,,,
2482,PHLDB3,chr19,43979106,0,0,0,0,0,0,0,0,0,,,
2483,PIAS4,chr19,4007644,0,0,0,0,0,0,0,0,0,,,
2484,PIH1D1,chr19,49949555,0,0,0,0,0,0,0,0,0,,,
2485,PIK3R2,chr19,18263928,1,0,0,1,0,0,1,0,0,,,
2486,PIN1,chr19,9945933,0,0,0,0,0,0,0,0,0,,,
2487,PIP5K1C,chr19,3630181,0,0,0,0,0,0,0,0,0,,,
2488,PLEKHF1,chr19,30155963,1,0,0,1,0,0,1,0,0,,,
2489,PLEKHG2,chr19,39903225,1,0,0,1,0,0,1,0,0,,,
2490,PNKP,chr19,50364461,1,0,0,1,0,0,1,0,0,,,
2491,PNPLA6,chr19,7598890,1,0,0,1,0,0,1,0,0,,,
2492,POP4,chr19,30094924,0,0,0,0,0,0,0,0,0,,,
2493,POU2F2,chr19,42590263,1,0,0,1,0,0,1,0,0,,,
2494,PPFIA3,chr19,49622646,1,0,0,0,0,0,0,0,0,,,
2495,PPP1R12C,chr19,55602281,1,0,0,1,0,0,1,0,0,,,
2496,PPP1R13L,chr19,45882892,1,0,0,1,0,0,1,0,0,,,
2497,PPP1R14A,chr19,38741877,0,0,1,0,0,1,0,0,0,,,
2498,PPP1R37,chr19,45594654,1,0,0,1,0,0,1,0,0,,,
2499,PPP6R1,chr19,55741148,1,0,0,1,0,0,1,0,0,,,
2500,PRDX2,chr19,12907634,1,0,0,0,0,0,0,0,0,,,
2501,PRKACA,chr19,14202500,1,0,0,1,0,0,1,0,0,,,
2502,PRKCSH,chr19,11546109,1,0,0,0,0,0,0,0,0,,,
2503,PRKD2,chr19,47177532,1,0,0,1,0,0,1,0,0,,,
2504,PRPF31,chr19,54618837,1,0,0,1,0,0,1,0,0,,,
2505,PRR12,chr19,50094900,1,0,0,1,0,0,1,0,0,,,
2506,RAB11B,chr19,8454865,0,0,0,0,0,0,0,0,0,,,
2507,RAB4B,chr19,41284121,1,0,0,1,0,0,1,0,0,,,
2508,RAB8A,chr19,16222439,1,0,0,1,0,0,1,0,0,,,
2509,RAD23A,chr19,13056669,1,0,0,1,0,0,1,0,0,,,
2510,RANBP3,chr19,5916150,1,0,0,1,0,0,1,0,0,,,
2511,RASIP1,chr19,49223844,1,0,0,0,0,0,0,0,0,,,
2512,RBM42,chr19,36119932,1,0,0,1,0,0,1,0,0,,,
2513,REEP6,chr19,1491165,0,0,0,0,0,0,0,0,0,,,
2514,RELB,chr19,45504688,1,0,0,1,0,0,1,0,0,,,
2515,REXO1,chr19,1815248,1,0,0,0,0,0,0,0,0,,,
2516,RFX2,chr19,5993175,0,0,0,0,0,0,0,0,0,,,
2517,RINL,chr19,39358470,0,0,0,0,0,0,0,0,0,,,
2518,RNASEH2A,chr19,12917394,0,0,0,0,0,0,0,0,0,,,
2519,RNF126,chr19,647526,1,0,0,1,0,0,1,0,0,,,
2520,RPL18,chr19,49118585,1,0,0,0,0,0,0,0,0,,,
2521,RPL18A,chr19,17970685,0,0,0,0,0,0,0,0,0,,,
2522,RPS15,chr19,1438358,1,0,0,0,0,0,0,0,0,,,
2523,RPS19,chr19,42363988,1,0,0,1,0,0,1,0,0,,,
2524,RPS28,chr19,8386042,1,0,0,1,0,0,1,0,0,,,
2525,RPS5,chr19,58897767,1,0,0,0,0,0,0,0,0,,,
2526,RRAS,chr19,50138549,0,0,0,0,0,0,0,0,0,,,
2527,S1PR2,chr19,10334520,1,0,0,0,0,0,0,0,0,,,
2528,SAE1,chr19,47616531,1,0,0,1,0,0,1,0,0,,,
2529,SAFB,chr19,5623046,1,0,0,1,0,0,1,0,0,,,
2530,SAFB2,chr19,5587010,1,0,0,1,0,0,1,0,0,,,
2531,SAMD4B,chr19,39833036,1,0,0,1,0,0,1,0,0,,,
2532,SBNO2,chr19,1107636,0,0,0,0,0,0,0,0,0,,,
2533,SCAF1,chr19,50145382,1,0,0,1,0,0,1,0,0,,,
2534,SCAMP4,chr19,1905213,1,0,0,1,0,0,1,0,0,,,
2535,SF3A2,chr19,2236520,1,0,0,1,0,0,1,0,0,,,
2536,SGTA,chr19,2754712,0,0,0,0,0,0,0,0,0,,,
2537,SH2D3A,chr19,6752171,1,0,0,1,0,0,1,0,0,,,
2538,SH3GL1,chr19,4360367,1,0,0,1,0,0,1,0,0,,,
2539,SHANK1,chr19,51165084,0,0,0,0,0,0,0,0,0,,,
2540,SHKBP1,chr19,41082757,1,0,0,1,0,0,1,0,0,,,
2541,SIPA1L3,chr19,38397868,1,0,0,1,0,0,1,0,0,,,
2542,SIRT2,chr19,39369197,1,0,0,1,0,0,1,0,0,,,
2543,SIRT6,chr19,4174106,1,0,0,1,0,0,1,0,0,,,
2544,SIX5,chr19,46268043,1,0,0,1,0,0,1,0,0,,,
2545,SLC1A5,chr19,47278140,1,0,0,1,0,0,1,0,0,,,
2546,SLC35E1,chr19,16660642,1,0,0,1,0,0,1,0,0,,,
2547,SLC44A2,chr19,10713133,0,0,0,0,0,0,0,0,0,,,
2548,SNRPA,chr19,41256542,1,0,0,0,0,0,0,0,0,,,
2549,SNRPD2,chr19,46190712,1,0,0,0,0,0,0,0,0,,,
2550,SPHK2,chr19,49122548,0,0,0,0,0,0,0,0,0,,,
2551,SPINT2,chr19,38734675,1,0,0,1,0,0,1,0,0,,,
2552,STAP2,chr19,4324040,1,0,0,1,0,0,1,0,0,,,
2553,STK11,chr19,1189406,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0
2554,STRN4,chr19,47222764,1,0,0,1,0,0,1,0,0,,,
2555,STX10,chr19,13254872,1,1,0,1,1,0,1,0,0,,,
2556,STXBP2,chr19,7701767,1,0,0,1,0,0,1,0,0,,,
2557,SUGP2,chr19,19101697,1,0,0,1,0,0,1,0,0,,,
2558,SUPT5H,chr19,39926796,1,0,0,1,0,0,1,0,0,,,
2559,SYMPK,chr19,46318668,1,0,0,1,0,0,1,0,0,,,
2560,TBC1D17,chr19,50380682,0,0,0,0,0,0,0,0,0,,,
2561,TBCB,chr19,36605191,1,0,0,1,0,0,1,0,0,,,
2562,TECR,chr19,14627897,1,0,0,1,0,0,1,0,0,,,
2563,THOP1,chr19,2785458,1,0,0,1,0,0,1,0,0,,,
2564,TJP3,chr19,3708107,1,1,0,1,1,0,1,0,0,,,
2565,TLE2,chr19,2997636,0,0,0,0,0,0,0,0,0,,,
2566,TMC4,chr19,54663846,1,0,0,1,0,0,1,0,0,,,
2567,TMEM161A,chr19,19229978,1,0,0,1,0,0,1,0,0,,,
2568,TMEM238,chr19,55890613,1,0,0,1,0,0,1,0,0,,,
2569,TNPO2,chr19,12810008,0,0,0,0,0,0,0,0,0,,,
2570,TPM4,chr19,16177831,1,0,0,1,0,0,1,0,0,,,
2571,TRIM28,chr19,59055458,1,0,0,1,0,0,1,0,0,,,
2572,TRIP10,chr19,6737936,1,0,0,1,0,0,1,0,0,,,
2573,TRMT1,chr19,13215716,1,0,0,1,0,0,1,0,0,,,
2574,TYK2,chr19,10461209,1,0,0,1,0,0,1,0,0,,,
2575,U2AF2,chr19,56165512,1,0,0,1,0,0,1,0,0,,,
2576,UBA2,chr19,34919257,1,0,0,1,0,0,1,0,0,,,
2577,UBE2M,chr19,59067079,0,0,0,0,0,0,0,0,0,,,
2578,UBXN6,chr19,4444996,1,0,0,1,0,0,1,0,0,,,
2579,UHRF1,chr19,4903092,1,1,0,1,1,0,0,0,0,,,
2580,UQCRFS1,chr19,29698173,0,0,0,0,0,0,0,0,0,,,
2581,URI1,chr19,30414551,1,0,0,1,0,0,1,0,0,,,
2582,USE1,chr19,17326155,1,0,0,1,0,0,1,0,0,,,
2583,USF2,chr19,35759881,1,0,0,1,0,0,1,0,0,,,
2584,VASP,chr19,46009837,1,0,0,1,0,0,1,0,0,,,
2585,VRK3,chr19,50479724,1,0,0,1,0,0,1,0,0,,,
2586,XRCC1,chr19,44047192,1,0,0,1,0,0,1,0,0,,,
2587,YIPF2,chr19,11033444,1,0,0,1,0,0,0,0,0,,,
2588,ZBTB7A,chr19,4044362,1,0,0,1,0,0,1,0,0,,,
2589,ZC3H4,chr19,47567444,1,0,0,1,0,0,1,0,0,,,
2590,ZFP36,chr19,39897453,0,0,0,0,0,0,0,0,0,,,
2591,ZNF264,chr19,57702868,1,0,0,1,0,0,1,0,0,,,
2592,ZNF317,chr19,9251056,0,0,0,0,0,0,0,0,0,,,
2593,ZNF331,chr19,54024235,0,0,1,0,0,1,0,0,1,,,
2594,ZNF414,chr19,8575462,1,0,0,1,0,0,1,0,0,,,
2595,ZNF428,chr19,44111371,0,0,0,0,0,0,0,0,0,,,
2596,ZNF444,chr19,56643968,1,0,0,1,0,0,1,0,0,,,
2597,ZNF446,chr19,58985384,1,0,0,0,0,0,0,0,0,,,
2598,ZNF526,chr19,42724423,0,0,0,0,0,0,0,0,0,,,
2599,ZNF574,chr19,42572629,1,0,0,1,0,0,1,0,0,,,
2600,ZNF749,chr19,57946697,0,0,0,0,0,0,0,0,0,,,
2601,ZNF787,chr19,56598732,1,0,0,1,0,0,1,0,0,,,
2602,ZNF837,chr19,58878985,1,0,0,0,0,0,0,0,0,,,
2603,ZSCAN18,chr19,58595205,0,0,1,0,0,1,0,0,0,,,
2604,ABCB6,chr2,220074490,0,0,0,0,0,0,0,0,0,,,
2605,ABI2,chr2,204192942,1,0,0,1,0,0,1,0,0,,,
2606,ACADL,chr2,211052663,0,0,0,0,0,0,0,0,0,,,
2607,ACOXL,chr2,111490150,0,0,0,0,0,0,0,0,0,,,
2608,ACP1,chr2,264140,1,0,0,1,0,0,1,0,0,,,
2609,ACSL3,chr2,223725652,0,0,0,0,0,0,0,0,0,,,
2610,ACTR1B,chr2,98272431,1,0,0,1,0,0,1,0,0,,,
2611,ACTR2,chr2,65454887,0,0,0,0,0,0,0,0,0,,,
2612,ACYP2,chr2,54197975,0,0,0,0,0,0,0,0,0,,,
2613,ADAM17,chr2,9628615,1,0,0,1,0,0,0,0,0,,,
2614,ADD2,chr2,70834750,0,0,1,0,0,1,0,0,0,,,
2615,AGAP1,chr2,236402733,1,0,0,1,0,0,1,0,0,,,
2616,AGFG1,chr2,228336868,1,0,0,1,0,0,1,0,0,,,
2617,AGPS,chr2,178257372,1,0,0,1,0,0,1,0,0,,,
2618,ALMS1,chr2,73612886,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2619,ALS2,chr2,202565277,1,0,0,1,0,0,1,0,0,,,
2620,AMMECR1L,chr2,128619204,1,0,0,1,0,0,1,0,0,,,
2621,ANKZF1,chr2,220094479,1,0,0,1,0,0,1,0,0,,,
2622,ANTXR1,chr2,69240310,1,0,0,0,0,0,0,0,0,,,
2623,ANXA4,chr2,69871557,0,0,0,0,0,0,0,0,0,,,
2624,AOX1,chr2,201450591,0,0,0,0,0,0,0,0,0,,,
2625,APLF,chr2,68694693,0,0,0,0,0,0,0,0,0,,,
2626,APOB,chr2,21224301,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0
2627,ARID5A,chr2,97202480,1,0,0,0,0,0,0,0,0,,,
2628,ARL6IP6,chr2,153574407,1,0,0,1,0,0,1,0,0,,,
2629,ARMC9,chr2,232063260,1,0,0,1,0,0,1,0,0,,,
2630,ARPC2,chr2,219081817,0,0,0,0,0,0,0,0,0,,,
2631,ASNSD1,chr2,190526111,1,0,0,1,0,0,1,0,0,,,
2632,ASXL2,chr2,25956622,1,0,0,1,0,0,1,0,0,,,
2633,ATF2,chr2,175936978,1,0,0,1,0,0,1,0,0,,,
2634,ATG16L1,chr2,234118697,1,1,0,1,1,0,1,0,0,,,
2635,ATG4B,chr2,242576628,0,0,0,0,0,0,0,0,0,,,
2636,ATG9A,chr2,220074494,1,0,0,1,0,0,1,0,0,,,
2637,ATIC,chr2,216176540,1,0,0,1,0,0,1,0,0,,,
2638,ATL2,chr2,38522022,1,0,0,0,0,0,0,0,0,,,
2639,AUP1,chr2,74753772,1,1,0,1,1,0,1,0,0,,,
2640,BARD1,chr2,215590370,0,0,0,0,0,0,0,0,0,,,
2641,BAZ2B,chr2,160175490,1,0,0,1,0,0,1,0,0,,,
2642,BIN1,chr2,127805603,1,1,0,1,1,0,1,1,0,,,
2643,BMPR2,chr2,203241659,0,0,0,0,0,0,0,0,0,,,
2644,BOK,chr2,242498136,0,0,0,0,0,0,0,0,0,,,
2645,BUB1,chr2,111395275,0,0,0,0,0,0,0,0,0,,,
2646,BZW1,chr2,201675317,0,0,0,0,0,0,0,0,0,,,
2647,C2orf49,chr2,105953816,1,0,0,1,0,0,1,0,0,,,
2648,CAD,chr2,27440258,1,0,0,1,0,0,1,0,0,,,
2649,CALM2,chr2,47387221,0,0,0,0,0,0,0,0,0,,,
2650,CAPG,chr2,85621871,0,0,1,0,0,1,0,0,1,,,
2651,CCDC115,chr2,131095814,0,0,0,0,0,0,0,0,0,,,
2652,CCDC138,chr2,109403213,0,0,0,0,0,0,0,0,0,,,
2653,CCDC85A,chr2,56411258,0,0,0,0,0,0,0,0,0,,,
2654,CCDC88A,chr2,55514978,1,0,0,1,0,0,1,0,0,,,
2655,CCDC93,chr2,118673054,0,0,0,0,0,0,0,0,0,,,
2656,CCNYL1,chr2,208576264,1,0,0,0,0,0,0,0,0,,,
2657,CD8A,chr2,87011729,0,0,0,0,0,0,0,0,0,,,
2658,CDC42EP3,chr2,37869032,0,0,0,0,0,0,0,0,0,,,
2659,CEBPZ,chr2,37428755,1,0,0,1,0,0,1,0,0,,,
2660,CEP68,chr2,65283500,0,0,0,0,0,0,0,0,0,,,
2661,CERS6,chr2,169312372,1,0,1,1,0,0,1,0,0,,,
2662,CHMP3,chr2,86730554,1,0,0,0,0,0,0,0,0,,,
2663,CIAO1,chr2,96931870,1,0,0,0,0,0,0,0,0,,,
2664,CLASP1,chr2,122095352,1,0,0,1,0,0,1,0,0,,,
2665,CLIP4,chr2,29320571,1,0,1,0,0,0,0,0,0,,,
2666,CLK1,chr2,201717732,1,0,0,0,0,0,0,0,0,,,
2667,CNNM3,chr2,97481982,0,0,0,0,0,0,0,0,0,,,
2668,CNNM4,chr2,97426639,1,0,0,0,0,0,0,0,0,,,
2669,COA5,chr2,99215773,1,0,0,0,0,0,0,0,0,,,
2670,COBLL1,chr2,165510134,1,0,0,1,0,0,1,0,0,,,
2671,COQ10B,chr2,198318147,1,0,0,0,0,0,0,0,0,,,
2672,CREB1,chr2,208394461,1,0,0,0,0,0,0,0,0,,,
2673,CRIPT,chr2,46843555,1,0,0,1,0,0,1,0,0,,,
2674,CWC22,chr2,180809603,1,0,0,1,0,0,1,0,0,,,
2675,CYBRD1,chr2,172378757,0,0,0,0,0,0,0,0,0,,,
2676,CYP27A1,chr2,219646472,0,0,0,0,0,0,0,0,0,,,
2677,DARS,chr2,136664247,0,0,0,0,0,0,0,0,0,,,
2678,DBI,chr2,120124497,1,0,0,0,0,0,0,0,0,,,
2679,DCTN1,chr2,74588281,1,0,0,1,0,0,1,0,0,,,
2680,DHX57,chr2,39024871,1,0,0,1,0,0,1,0,0,,,
2681,DNAH6,chr2,84743579,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2682,DNAH7,chr2,196602427,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2683,DNAJB2,chr2,220143989,1,0,0,1,0,0,1,0,0,,,
2684,DNMT3A,chr2,25455845,1,0,0,1,0,0,1,0,0,,,
2685,DNPEP,chr2,220238268,1,0,0,1,0,0,1,0,0,,,
2686,DOK1,chr2,74776153,1,0,1,0,0,0,0,0,0,,,
2687,DTNB,chr2,25600067,0,0,0,0,0,0,0,0,0,,,
2688,DYNC1I2,chr2,172543919,0,0,0,0,0,0,0,0,0,,,
2689,EEF1B2,chr2,207024309,1,0,0,1,0,0,1,0,0,,,
2690,EHBP1,chr2,62900986,1,0,0,1,0,0,1,0,0,,,
2691,EHD3,chr2,31456880,0,0,0,0,0,0,0,0,0,,,
2692,EIF2AK2,chr2,37326353,1,0,0,0,0,0,0,0,0,,,
2693,EIF2AK3,chr2,88856259,1,0,0,1,0,0,1,0,0,,,
2694,EIF2B4,chr2,27587219,0,0,0,0,0,0,0,0,0,,,
2695,EIF4E2,chr2,233414762,1,0,0,1,0,0,1,0,0,,,
2696,EIF5B,chr2,99953816,1,0,0,1,0,0,1,0,0,,,
2697,EML4,chr2,42396490,1,0,0,1,0,0,1,0,0,,,
2698,EPAS1,chr2,46520806,0,0,0,0,0,0,0,0,0,,,
2699,EPB41L5,chr2,120770581,1,0,0,1,0,0,1,0,0,,,
2700,EPC2,chr2,149402009,1,0,0,1,0,0,1,0,0,,,
2701,EVA1A,chr2,75696428,0,0,0,0,0,0,0,0,0,,,
2702,FAM117B,chr2,203499901,1,0,0,0,0,0,0,0,0,,,
2703,FAM126B,chr2,201838441,1,0,0,1,0,0,1,0,0,,,
2704,FAM168B,chr2,131805449,1,0,0,1,0,0,1,0,0,,,
2705,FAM84A,chr2,14772810,1,0,1,0,0,0,0,0,0,,,
2706,FAM98A,chr2,33808725,1,0,0,1,0,0,1,0,0,,,
2707,FARP2,chr2,242295658,0,0,0,0,0,0,0,0,0,,,
2708,FASTKD2,chr2,207630081,1,0,0,1,0,0,1,0,0,,,
2709,FBXO11,chr2,48016455,0,0,0,0,0,0,0,0,0,,,
2710,FEZ2,chr2,36778570,1,0,0,0,0,0,0,0,0,,,
2711,FHL2,chr2,105974169,0,0,1,0,0,0,0,0,0,,,
2712,FMNL2,chr2,153191751,1,0,0,1,0,0,1,0,0,,,
2713,FN1,chr2,216225163,0,0,0,0,0,0,0,0,0,,,
2714,FOSL2,chr2,28615315,1,0,0,1,0,0,1,0,0,,,
2715,GALNT3,chr2,166604101,0,0,0,0,0,0,0,0,0,,,
2716,GCC2,chr2,109065017,1,0,0,1,0,0,1,0,0,,,
2717,GCFC2,chr2,75879126,1,0,0,1,0,0,1,0,0,,,
2718,GFPT1,chr2,69546905,0,0,0,0,0,0,0,0,0,,,
2719,GIGYF2,chr2,233562009,1,0,0,1,0,0,1,0,0,,,
2720,GLS,chr2,191745553,0,0,0,0,0,0,0,0,0,,,
2721,GORASP2,chr2,171784974,1,0,0,1,0,0,1,0,0,,,
2722,GPATCH11,chr2,37311594,1,0,0,1,0,0,1,0,0,,,
2723,GPR155,chr2,175296966,0,0,0,0,0,0,0,0,0,,,
2724,GPR39,chr2,133174147,0,0,0,0,0,0,0,0,0,,,
2725,GRHL1,chr2,10085341,1,0,0,0,0,0,0,0,0,,,
2726,GTF3C2,chr2,27548716,1,0,0,1,0,0,1,0,0,,,
2727,GTF3C3,chr2,197627756,0,0,0,0,0,0,0,0,0,,,
2728,GULP1,chr2,189156396,0,0,0,0,0,0,0,0,0,,,
2729,GYPC,chr2,127413509,0,0,0,0,0,0,0,0,0,,,
2730,HAAO,chr2,42994229,0,0,0,0,0,0,0,0,0,,,
2731,HADHA,chr2,26413504,1,0,0,1,0,0,1,0,0,,,
2732,HAT1,chr2,172778958,1,0,0,1,0,0,1,0,0,,,
2733,HDAC4,chr2,239969864,1,1,0,1,1,0,1,0,0,,,
2734,HDLBP,chr2,242166679,1,0,0,1,0,0,1,0,0,,,
2735,HK2,chr2,75061108,1,0,0,1,0,0,0,0,0,,,
2736,HNRNPA3,chr2,178077291,0,0,0,0,0,0,0,0,0,,,
2737,HNRNPLL,chr2,38789120,1,0,0,1,0,0,1,0,0,,,
